sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
280,1,13,0.0,0.0,0.0,0.0,0.0
280,2,conversations,2.4,204.2,292.8,593.8,1.0
280,3,"""",0.0,0.0,0.0,0.0,0.0
280,4,holds,1.2,152.6,227.8,271.6,0.6
280,5,its,2.0,222.4,222.4,592.2,0.6
280,6,goodwill,3.2,291.4,291.4,756.2,1.0
280,7,close,2.4,260.2,772.6,514.8,1.0
280,8,",",0.2,39.2,39.2,39.2,0.2
280,9,but,0.6,96.8,235.4,114.0,0.4
280,10,is,0.2,35.4,35.4,35.4,0.2
280,11,relatively,3.4,319.4,399.4,989.2,1.0
280,12,slow,1.6,162.6,223.2,365.8,0.6
280,13,to,0.6,153.4,153.4,153.4,0.6
280,14,come,1.6,282.8,1258.2,579.8,0.8
280,15,to,0.4,103.8,143.2,103.8,0.4
280,16,the,0.2,62.0,120.6,62.0,0.2
280,17,point,0.6,367.4,1967.6,367.4,0.6
280,18,.<EOS>,0.0,0.0,0.0,0.0,0.0
281,0,Director,1.0,209.0,209.0,381.6,0.6
281,1,kapur,1.2,178.6,408.0,350.8,0.6
281,2,is,0.4,140.0,140.0,140.0,0.4
281,3,a,0.0,0.0,0.0,0.0,0.0
281,4,filmmaker,1.0,151.4,250.8,250.8,0.6
281,5,with,0.4,121.2,121.2,121.2,0.4
281,6,a,0.0,0.0,0.0,0.0,0.0
281,7,real,0.6,233.8,233.8,233.8,0.6
281,8,flair,0.0,0.0,0.0,0.0,0.0
281,9,for,0.8,251.4,726.6,383.4,0.6
281,10,epic,0.4,151.2,151.2,151.2,0.4
281,11,landscapes,1.6,269.4,327.4,471.0,0.8
281,12,and,0.0,0.0,0.0,0.0,0.0
281,13,adventure,1.2,135.4,308.8,369.4,0.6
281,14,",",0.0,0.0,0.0,0.0,0.0
281,15,and,0.6,181.2,181.2,181.2,0.6
281,16,this,0.6,155.2,155.2,219.2,0.4
281,17,is,0.0,0.0,0.0,0.0,0.0
281,18,a,0.4,106.0,106.0,106.0,0.4
281,19,better,1.6,138.8,277.4,328.0,0.8
281,20,film,0.8,106.4,197.8,143.8,0.6
281,21,than,0.6,89.2,89.2,123.8,0.4
281,22,his,1.4,242.0,263.4,322.0,1.0
281,23,earlier,1.4,166.6,207.4,289.0,0.8
281,24,english-language,4.8,279.4,726.6,1010.0,1.0
281,25,movie,1.6,260.0,1023.8,458.6,0.8
281,26,",",0.0,0.0,0.0,0.0,0.0
281,27,the,0.6,132.2,168.2,132.2,0.6
281,28,overpraised,2.8,357.2,507.8,886.4,1.0
281,29,elizabeth,1.4,370.4,2362.4,487.8,1.0
281,30,.<EOS>,0.4,37.2,705.0,77.2,0.2
282,0,Has,0.6,108.8,108.8,146.8,0.4
282,1,a,1.0,143.4,143.4,242.0,0.8
282,2,shambling,4.4,195.4,514.2,1169.6,0.8
282,3,charm,2.4,219.4,621.2,586.6,1.0
282,4,.,0.0,0.0,0.0,0.0,0.0
282,5,.,0.0,0.0,0.0,0.0,0.0
282,6,.,0.0,0.0,0.0,0.0,0.0
282,7,a,0.0,0.0,0.0,0.0,0.0
282,8,cheerfully,3.6,212.8,314.2,857.0,1.0
282,9,inconsequential,6.0,325.8,859.8,1770.0,1.0
282,10,diversion,3.0,334.6,3527.0,905.8,1.0
282,11,.<EOS>,0.0,0.0,0.0,0.0,0.0
283,0,For,0.6,189.2,189.2,470.4,0.4
283,1,all,1.0,350.8,350.8,551.6,0.6
283,2,the,0.6,43.2,43.2,254.6,0.2
283,3,wit,1.2,155.6,155.6,292.2,0.6
283,4,and,0.4,75.8,131.2,75.8,0.4
283,5,hoopla,1.8,245.6,245.6,478.2,0.8
283,6,",",0.4,77.8,77.8,77.8,0.4
283,7,festival,2.2,273.4,443.4,667.0,0.8
283,8,in,1.0,137.2,292.4,253.8,0.6
283,9,cannes,2.6,391.8,583.8,818.8,1.0
283,10,offers,2.6,172.8,292.0,519.8,0.8
283,11,rare,2.2,374.8,717.2,835.4,0.8
283,12,insight,2.4,223.4,284.8,593.6,0.8
283,13,into,0.6,116.6,116.6,116.6,0.6
283,14,the,1.2,165.8,497.0,285.8,0.8
283,15,structure,2.6,209.2,340.6,571.6,1.0
283,16,of,0.2,43.2,43.2,43.2,0.2
283,17,relationships,4.2,281.0,4107.4,1126.0,1.0
283,18,.<EOS>,3.0,92.0,1950.8,1064.6,0.4
284,0,'sophisticated',7.0,352.6,824.0,2913.0,0.8
284,1,viewers,2.6,176.0,176.0,593.8,0.8
284,2,who,0.8,108.0,157.2,148.8,0.4
284,3,refuse,2.8,153.6,249.6,649.4,0.8
284,4,to,0.8,92.6,92.6,162.0,0.6
284,5,admit,2.2,172.8,172.8,542.6,0.8
284,6,that,2.0,238.8,269.4,522.8,0.8
284,7,they,2.4,180.6,180.6,596.6,0.8
284,8,don't,2.2,112.6,178.6,453.0,0.6
284,9,like,1.8,145.2,145.2,565.6,0.6
284,10,it,0.4,87.4,87.4,87.4,0.4
284,11,will,2.0,283.4,283.4,532.6,1.0
284,12,likely,2.6,467.2,640.4,875.0,1.0
284,13,call,2.8,266.8,609.2,882.6,1.0
284,14,it,0.6,45.4,261.4,158.6,0.2
284,15,'challenging',4.0,199.4,240.0,937.2,1.0
284,16,to,0.8,181.8,300.6,222.4,0.6
284,17,their,2.4,292.6,325.2,928.6,0.8
284,18,fellow,3.0,339.2,339.2,962.6,0.8
284,19,sophisticates,7.6,244.2,4923.8,2218.4,1.0
284,20,.<EOS>,3.2,167.0,7375.4,846.4,0.8
285,0,Bourne,1.2,289.6,289.6,425.6,0.8
285,1,",",0.4,180.8,360.6,180.8,0.4
285,2,jason,1.0,233.4,233.4,347.4,0.6
285,3,bourne,1.0,141.4,141.4,183.4,0.8
285,4,.,0.0,0.0,0.0,0.0,0.0
285,5,he,0.0,0.0,0.0,0.0,0.0
285,6,can,0.8,141.8,141.8,253.8,0.4
285,7,scale,1.0,90.0,108.6,177.6,0.4
285,8,a,0.4,129.8,129.8,129.8,0.4
285,9,building,1.6,243.4,243.4,423.2,0.8
285,10,like,0.8,134.0,187.2,222.8,0.6
285,11,a,0.6,108.8,237.4,108.8,0.6
285,12,super,1.0,198.8,458.8,238.2,0.8
285,13,hero,0.8,121.8,121.8,165.2,0.6
285,14,",",0.2,35.2,35.2,35.2,0.2
285,15,he,0.0,0.0,0.0,0.0,0.0
285,16,can,0.4,122.8,122.8,122.8,0.4
285,17,out-stealth,2.4,249.4,413.2,579.8,1.0
285,18,any,0.6,68.0,68.0,129.4,0.4
285,19,agent,1.0,204.8,232.8,232.8,0.8
285,20,",",0.0,0.0,0.0,0.0,0.0
285,21,he'll,0.2,27.4,102.8,27.4,0.2
285,22,get,1.0,201.8,325.8,249.2,0.8
285,23,the,0.6,229.2,229.2,229.2,0.6
285,24,girl,0.4,96.0,213.4,96.0,0.4
285,25,.,0.4,64.2,64.2,64.2,0.4
285,26,he's,1.6,189.0,550.8,394.2,0.8
285,27,super,2.2,258.6,680.6,669.0,1.0
285,28,spy,0.8,310.6,2029.0,310.6,0.8
285,29,!<EOS>,1.2,133.4,1665.0,295.2,0.6
286,0,Partly,1.8,252.6,447.4,525.4,0.6
286,1,a,0.6,157.8,202.4,157.8,0.6
286,2,schmaltzy,2.6,253.4,764.0,795.8,0.8
286,3,",",0.0,0.0,0.0,0.0,0.0
286,4,by-the-numbers,1.6,159.4,392.8,479.6,0.6
286,5,romantic,0.8,148.4,231.2,231.2,0.6
286,6,comedy,1.4,257.4,315.6,359.0,0.8
286,7,",",0.0,0.0,0.0,0.0,0.0
286,8,partly,0.8,243.2,243.2,265.2,0.6
286,9,a,0.6,160.0,555.4,160.0,0.6
286,10,shallow,1.0,131.2,131.2,176.6,0.6
286,11,rumination,1.4,226.6,291.2,336.6,0.8
286,12,on,0.6,161.4,161.4,161.4,0.6
286,13,the,0.4,64.6,262.0,105.2,0.2
286,14,emptiness,1.4,217.4,372.0,356.8,0.8
286,15,of,0.0,0.0,0.0,0.0,0.0
286,16,success,0.6,203.2,203.2,203.2,0.6
286,17,--,0.2,46.8,198.6,46.8,0.2
286,18,and,1.0,115.8,394.2,151.0,0.8
286,19,entirely,2.6,246.2,499.0,826.8,1.0
286,20,soulless,3.2,222.0,2151.4,921.8,1.0
286,21,.<EOS>,0.8,100.8,1285.8,208.2,0.4
287,0,Tuck,1.6,223.4,223.4,552.0,0.6
287,1,everlasting,3.4,244.6,626.6,1228.6,0.8
287,2,achieves,2.2,258.0,531.6,583.0,0.8
287,3,a,0.0,0.0,0.0,0.0,0.0
287,4,delicate,2.2,386.6,595.0,709.0,1.0
287,5,balance,1.6,255.8,679.8,435.8,1.0
287,6,of,0.0,0.0,0.0,0.0,0.0
287,7,romantic,1.0,243.4,243.4,290.0,0.8
287,8,innocence,1.2,265.2,305.8,355.8,0.8
287,9,and,0.2,37.4,37.4,37.4,0.2
287,10,philosophical,1.8,228.0,1026.6,475.2,0.8
287,11,depth,0.6,102.6,1227.8,337.2,0.4
287,12,.<EOS>,2.2,51.2,1052.8,589.0,0.2
288,0,Aside,1.4,166.6,188.0,352.8,0.6
288,1,from,1.0,278.0,302.6,478.6,0.6
288,2,minor,1.8,132.6,250.6,507.2,0.6
288,3,tinkering,2.0,138.8,308.8,584.8,0.6
288,4,",",0.0,0.0,0.0,0.0,0.0
288,5,this,0.0,0.0,0.0,0.0,0.0
288,6,is,0.6,81.2,81.2,115.8,0.4
288,7,the,0.8,148.2,148.2,179.0,0.6
288,8,same,1.2,136.6,171.2,301.4,0.6
288,9,movie,0.4,85.8,116.6,85.8,0.4
288,10,you,1.0,195.8,195.8,253.0,0.8
288,11,probably,1.2,164.0,164.0,287.4,0.6
288,12,loved,1.0,162.8,184.8,184.8,0.8
288,13,in,0.2,37.2,37.2,37.2,0.2
288,14,1994,0.8,241.6,445.6,241.6,0.8
288,15,",",0.2,58.0,58.0,58.0,0.2
288,16,except,1.8,139.0,231.0,422.2,1.0
288,17,that,0.8,196.4,315.8,286.2,0.4
288,18,it,0.2,61.4,61.4,61.4,0.2
288,19,looks,2.8,191.4,614.0,830.0,0.8
288,20,even,1.2,178.6,1512.4,246.6,0.8
288,21,better,1.2,196.2,1646.0,362.2,0.6
288,22,.<EOS>,1.6,176.6,1854.8,483.4,0.4
289,0,Too,0.0,0.0,0.0,0.0,0.0
289,1,ordinary,2.8,263.4,263.4,984.6,0.8
289,2,to,0.4,87.4,134.0,87.4,0.4
289,3,restore,2.2,197.8,197.8,603.6,0.6
289,4,[harmon],2.0,215.2,322.4,614.8,0.6
289,5,to,0.6,163.4,199.4,182.8,0.4
289,6,prominence,2.6,270.6,385.8,996.6,0.8
289,7,",",0.0,0.0,0.0,0.0,0.0
289,8,despite,2.4,266.2,360.2,563.0,0.8
289,9,some,1.2,200.4,231.2,297.8,0.8
289,10,creepy,2.2,189.4,189.4,547.8,0.8
289,11,scenes,1.8,242.6,325.2,483.8,0.8
289,12,that,0.8,128.6,128.6,172.6,0.6
289,13,evoke,1.0,128.8,128.8,159.4,0.8
289,14,childish,1.4,226.2,264.2,364.6,0.8
289,15,night,1.0,127.4,194.8,212.8,0.6
289,16,terrors,1.6,260.8,295.4,354.8,1.0
289,17,",",0.2,66.6,66.6,66.6,0.2
289,18,and,0.2,31.4,85.4,31.4,0.2
289,19,a,0.8,186.6,186.6,186.6,0.8
289,20,praiseworthy,8.0,247.0,1511.0,2251.2,1.0
289,21,attempt,3.0,325.6,2490.2,758.2,1.0
289,22,to,1.0,125.4,151.4,211.2,0.6
289,23,generate,2.8,259.8,376.6,681.8,1.0
289,24,suspense,2.0,293.4,563.4,546.0,1.0
289,25,rather,2.4,281.0,359.6,679.4,1.0
289,26,than,1.0,101.0,137.6,195.4,0.6
289,27,gross,1.0,259.2,517.0,293.2,0.8
289,28,out,0.0,0.0,0.0,0.0,0.0
289,29,the,2.2,252.4,3445.0,555.6,0.8
289,30,audience,1.8,136.6,4672.8,421.8,0.6
289,31,.<EOS>,2.2,80.6,2556.8,513.8,0.4
290,0,Avary's,2.0,285.2,589.8,999.8,0.8
290,1,film,1.0,330.6,330.6,410.0,0.6
290,2,never,2.2,220.6,250.0,620.6,0.8
290,3,quite,1.2,165.4,255.4,343.4,0.6
290,4,emerges,4.0,255.2,297.8,911.6,1.0
290,5,from,1.2,118.8,532.2,303.0,0.6
290,6,the,1.8,209.6,259.6,364.4,1.0
290,7,shadow,3.2,199.6,231.6,874.8,1.0
290,8,of,0.2,36.2,36.2,36.2,0.2
290,9,ellis',2.6,410.8,545.6,796.2,1.0
290,10,book,2.2,196.8,3931.0,710.0,0.8
290,11,.<EOS>,0.0,0.0,0.0,0.0,0.0
291,0,As,0.4,89.4,89.4,132.8,0.2
291,1,janice,1.8,316.6,316.6,647.8,0.8
291,2,",",0.0,0.0,0.0,0.0,0.0
291,3,eileen,1.2,200.6,257.2,419.8,0.6
291,4,walsh,1.2,170.2,376.4,305.8,0.6
291,5,",",0.4,28.0,28.0,56.0,0.2
291,6,an,0.2,57.4,57.4,57.4,0.2
291,7,engaging,1.0,92.6,149.2,317.2,0.4
291,8,",",0.0,0.0,0.0,0.0,0.0
291,9,wide-eyed,3.0,204.8,275.4,616.0,0.8
291,10,actress,2.0,205.0,284.2,470.6,0.8
291,11,whose,2.2,132.0,421.4,451.4,0.6
291,12,teeth,1.2,213.2,260.6,311.0,0.8
291,13,are,0.8,124.6,124.6,170.8,0.6
291,14,a,0.2,56.0,56.0,56.0,0.2
291,15,little,1.6,177.6,259.0,361.8,0.8
291,16,too,1.6,275.0,449.0,364.0,1.0
291,17,big,0.4,39.4,128.8,95.4,0.2
291,18,for,0.0,0.0,0.0,0.0,0.0
291,19,her,1.8,160.4,277.8,379.0,0.8
291,20,mouth,1.8,100.0,236.8,353.6,0.8
291,21,",",0.0,0.0,0.0,0.0,0.0
291,22,infuses,2.2,250.2,250.2,646.2,1.0
291,23,the,0.6,78.0,166.0,135.2,0.4
291,24,movie,3.4,296.4,762.4,876.8,1.0
291,25,with,1.4,124.8,753.4,300.8,0.8
291,26,much,2.6,296.6,719.0,719.8,1.0
291,27,of,1.6,219.4,755.4,446.8,0.8
291,28,its,0.2,55.4,55.4,55.4,0.2
291,29,slender,2.0,246.6,1304.0,562.0,0.8
291,30,",",0.2,41.2,88.4,41.2,0.2
291,31,glinting,2.8,240.8,1576.4,950.0,1.0
291,32,charm,1.6,336.6,2920.8,521.8,1.0
291,33,.<EOS>,0.2,53.4,1026.0,53.4,0.2
292,0,It's,1.6,131.8,152.4,394.6,0.8
292,1,a,1.6,357.4,357.4,917.2,0.6
292,2,frightful,6.0,115.8,305.0,1581.8,0.6
292,3,vanity,3.4,230.8,752.8,897.2,0.8
292,4,film,1.6,263.2,279.8,393.2,0.8
292,5,that,2.0,305.4,516.8,1063.4,1.0
292,6,",",0.6,110.0,110.0,172.6,0.4
292,7,no,1.0,209.0,269.0,253.0,0.8
292,8,doubt,2.0,222.0,308.6,522.6,1.0
292,9,",",0.2,70.6,312.6,70.6,0.2
292,10,pays,2.0,133.6,234.2,448.8,0.8
292,11,off,1.2,203.2,227.2,279.8,0.8
292,12,what,1.4,290.8,290.8,481.6,0.6
292,13,debt,2.0,185.4,240.8,812.0,0.8
292,14,miramax,2.2,256.0,664.0,983.2,0.8
292,15,felt,0.8,263.2,279.8,263.2,0.8
292,16,they,2.4,172.0,308.0,731.8,0.6
292,17,owed,1.4,139.2,139.2,468.6,0.6
292,18,to,0.6,30.8,58.2,91.6,0.2
292,19,benigni,1.8,379.8,7369.0,874.4,0.8
292,20,.<EOS>,4.8,141.4,5635.2,1916.0,0.4
293,0,While,1.0,159.2,159.2,270.4,0.6
293,1,mcfarlane's,2.2,304.8,328.8,695.6,0.6
293,2,animation,2.2,190.6,591.2,518.0,0.6
293,3,lifts,2.0,182.0,301.4,328.8,0.6
293,4,the,1.0,147.4,246.8,266.8,0.6
293,5,film,1.8,224.6,252.0,380.6,0.8
293,6,firmly,1.8,201.8,353.6,518.0,0.8
293,7,above,1.6,196.0,196.0,365.0,0.8
293,8,the,0.4,117.4,117.4,117.4,0.4
293,9,level,1.2,135.8,159.0,306.8,0.6
293,10,of,0.4,35.2,295.2,97.2,0.2
293,11,other,1.0,243.4,243.4,290.6,0.8
293,12,coming-of-age,2.4,187.4,409.4,544.8,0.8
293,13,films,0.6,222.0,222.0,222.0,0.6
293,14,.,0.6,180.6,180.6,180.6,0.6
293,15,.,0.2,29.2,29.2,29.2,0.2
293,16,.,0.6,20.0,20.0,91.8,0.2
293,17,it's,0.8,100.6,154.6,267.8,0.4
293,18,also,3.0,233.8,233.8,1098.8,0.8
293,19,so,1.2,238.2,303.0,337.0,0.8
293,20,jarring,4.4,358.4,358.4,1666.8,1.0
293,21,that,1.0,169.8,503.2,207.2,0.8
293,22,it's,2.0,264.8,811.2,526.8,1.0
293,23,hard,1.8,224.6,379.8,644.8,0.8
293,24,to,1.4,183.8,281.0,447.2,0.8
293,25,get,1.2,235.2,235.2,358.4,0.8
293,26,back,3.4,182.0,712.0,1159.4,0.8
293,27,into,2.2,256.0,341.4,659.4,0.8
293,28,the,1.2,233.4,641.4,357.4,0.8
293,29,boys',4.0,195.2,753.6,1028.0,1.0
293,30,story,1.4,234.6,5723.6,460.6,0.6
293,31,.<EOS>,1.2,61.2,3321.2,328.6,0.2
294,0,The,0.4,78.0,78.0,125.2,0.2
294,1,film's,1.8,254.8,254.8,755.0,0.6
294,2,45-minute,1.8,139.4,428.0,403.2,0.6
294,3,running,0.8,166.0,166.0,255.4,0.6
294,4,time,1.0,156.6,156.6,239.8,0.6
294,5,stops,1.2,202.0,238.0,334.8,0.6
294,6,shy,1.0,191.2,349.4,283.2,0.6
294,7,of,1.0,295.6,295.6,333.6,0.8
294,8,overkill,1.6,298.4,298.4,479.4,0.8
294,9,",",0.2,41.2,41.2,41.2,0.2
294,10,though,1.4,211.2,211.2,327.2,0.8
294,11,viewers,1.2,134.8,166.0,334.4,0.6
294,12,may,0.6,127.2,127.2,165.2,0.4
294,13,be,0.4,61.8,61.8,61.8,0.4
294,14,more,0.8,163.8,241.8,199.8,0.6
294,15,exhausted,2.0,138.6,138.6,696.0,0.6
294,16,than,1.6,203.4,203.4,495.4,0.8
294,17,the,0.2,30.0,192.0,30.0,0.2
294,18,athletes,3.2,357.8,894.6,907.2,1.0
294,19,onscreen,3.4,404.0,1831.2,1313.6,1.0
294,20,.<EOS>,3.2,98.6,4621.4,876.4,0.4
295,0,You,0.2,57.4,57.4,57.4,0.2
295,1,have,1.2,174.0,216.0,342.0,0.6
295,2,no,0.2,37.4,37.4,37.4,0.2
295,3,affinity,1.4,191.6,191.6,307.6,0.8
295,4,for,0.4,56.6,224.6,56.6,0.4
295,5,most,0.8,274.4,274.4,344.4,0.6
295,6,of,0.2,66.8,66.8,66.8,0.2
295,7,the,0.4,61.4,61.4,61.4,0.4
295,8,characters,0.8,200.6,284.6,284.6,0.6
295,9,.,0.0,0.0,0.0,0.0,0.0
295,10,nothing,0.6,140.0,140.0,140.0,0.6
295,11,about,0.6,106.8,106.8,164.0,0.4
295,12,them,1.4,162.4,523.2,282.0,0.8
295,13,is,0.2,42.6,42.6,42.6,0.2
295,14,attractive,1.0,234.2,234.2,297.4,0.8
295,15,.,0.0,0.0,0.0,0.0,0.0
295,16,what,0.8,126.6,126.6,126.6,0.8
295,17,they,0.4,100.0,100.0,100.0,0.4
295,18,see,0.8,69.4,128.6,128.6,0.4
295,19,in,0.4,87.2,144.6,87.2,0.4
295,20,each,0.8,99.8,193.8,187.0,0.4
295,21,other,0.8,116.6,151.2,151.2,0.6
295,22,also,0.6,129.2,286.0,129.2,0.6
295,23,is,0.8,170.2,189.4,189.4,0.6
295,24,difficult,0.8,166.0,166.0,166.0,0.8
295,25,to,0.4,108.6,108.6,108.6,0.4
295,26,fathom,1.2,421.2,1039.2,443.2,1.0
295,27,.<EOS>,1.8,22.0,896.8,522.2,0.2
296,0,There's,1.8,168.6,168.6,728.4,0.6
296,1,suspension,1.8,110.6,178.6,446.6,0.6
296,2,of,0.4,74.6,74.6,115.2,0.2
296,3,disbelief,2.8,236.2,276.2,688.0,0.8
296,4,and,0.4,87.4,87.4,87.4,0.4
296,5,then,0.6,132.0,132.0,132.0,0.6
296,6,there's,2.2,237.8,275.0,686.2,0.8
296,7,bad,2.0,268.0,364.6,503.4,0.8
296,8,screenwriting,5.0,348.0,778.0,1535.0,1.0
296,9,.,0.0,0.0,0.0,0.0,0.0
296,10,.,0.0,0.0,0.0,0.0,0.0
296,11,.,0.0,0.0,0.0,0.0,0.0
296,12,this,0.6,97.4,97.4,149.4,0.4
296,13,film,1.2,132.8,132.8,344.2,0.4
296,14,packs,1.6,169.2,208.4,363.0,0.8
296,15,a,0.2,20.6,20.6,20.6,0.2
296,16,wallop,2.4,125.4,245.6,560.2,0.4
296,17,of,1.0,90.6,288.8,195.2,0.4
296,18,the,1.2,182.0,1045.2,294.8,0.8
296,19,latter,1.4,250.6,4221.2,480.8,0.6
296,20,.<EOS>,2.2,97.0,4855.8,627.0,0.6
297,0,Part,0.4,50.6,50.6,201.2,0.2
297,1,of,1.2,178.6,198.6,376.6,0.6
297,2,the,1.2,98.6,187.8,237.2,0.6
297,3,film's,1.6,155.4,206.6,341.2,0.8
297,4,cheeky,1.8,140.6,179.2,507.6,0.6
297,5,charm,1.0,210.0,210.0,256.6,0.8
297,6,comes,1.2,224.2,242.2,242.2,1.0
297,7,from,0.6,129.2,129.2,129.2,0.6
297,8,its,0.4,96.0,394.4,96.0,0.4
297,9,vintage,1.8,299.2,354.0,591.2,0.8
297,10,schmaltz,1.4,310.8,2184.8,574.2,0.8
297,11,.<EOS>,0.0,0.0,0.0,0.0,0.0
298,0,It's,0.2,42.6,42.6,42.6,0.2
298,1,impossible,3.0,165.4,249.4,829.4,0.8
298,2,to,0.6,105.6,105.6,157.8,0.4
298,3,even,1.4,130.2,147.6,282.2,0.8
298,4,categorize,2.8,210.4,289.0,771.6,0.8
298,5,this,1.4,204.6,424.4,329.2,0.8
298,6,as,1.8,202.0,272.8,406.8,0.8
298,7,a,0.8,130.8,370.4,192.8,0.6
298,8,smutty,3.0,256.8,471.4,933.2,1.0
298,9,guilty,3.2,307.6,347.0,1064.0,1.0
298,10,pleasure,2.4,198.2,4058.0,657.6,0.8
298,11,.<EOS>,0.0,0.0,0.0,0.0,0.0
299,0,The,0.2,53.4,53.4,53.4,0.2
299,1,gorgeously,2.4,117.4,132.8,679.4,0.6
299,2,elaborate,2.0,174.0,286.0,465.6,0.6
299,3,continuation,1.8,168.0,286.0,410.0,0.6
299,4,of,0.0,0.0,0.0,0.0,0.0
299,5,"""",0.2,60.0,60.0,60.0,0.2
299,6,the,0.0,0.0,0.0,0.0,0.0
299,7,lord,0.4,143.2,143.2,143.2,0.4
299,8,of,0.2,16.0,16.0,16.0,0.2
299,9,the,0.2,40.6,97.0,40.6,0.2
299,10,rings,0.4,101.8,101.8,101.8,0.4
299,11,"""",0.0,0.0,0.0,0.0,0.0
299,12,trilogy,0.8,197.4,223.4,223.4,0.6
299,13,is,0.4,63.2,79.2,63.2,0.4
299,14,so,0.2,56.6,56.6,56.6,0.2
299,15,huge,0.6,139.4,139.4,139.4,0.6
299,16,that,0.6,138.8,168.2,138.8,0.6
299,17,a,0.0,0.0,0.0,0.0,0.0
299,18,column,1.4,154.0,1177.0,473.8,0.6
299,19,of,0.2,60.6,172.4,60.6,0.2
299,20,words,1.0,155.4,155.4,272.6,0.6
299,21,cannot,3.0,199.2,331.8,635.8,1.0
299,22,adequately,3.0,416.6,540.6,843.0,1.0
299,23,describe,1.4,228.2,228.2,439.8,0.8
299,24,co-writer/director,2.2,211.4,1016.0,628.0,0.8
299,25,peter,0.6,102.0,102.0,140.0,0.4
299,26,jackson's,1.4,167.0,297.8,300.4,0.8
299,27,expanded,1.0,196.6,196.6,293.2,0.6
299,28,vision,0.8,177.4,699.6,204.2,0.6
299,29,of,0.4,43.4,43.4,100.6,0.2
299,30,j,0.4,130.8,603.2,130.8,0.4
299,31,.,0.2,29.4,105.4,29.4,0.2
299,32,r,0.0,0.0,0.0,0.0,0.0
299,33,.,0.2,94.0,94.0,94.0,0.2
299,34,r,0.0,0.0,0.0,0.0,0.0
299,35,.,0.0,0.0,0.0,0.0,0.0
299,36,tolkien's,1.0,170.6,218.6,218.6,0.8
299,37,middle-earth,2.2,174.0,1882.0,559.8,0.8
299,38,.<EOS>,1.0,28.0,891.6,165.2,0.2
300,0,An,0.0,0.0,0.0,0.0,0.0
300,1,intimate,2.2,137.4,176.8,705.2,0.6
300,2,",",0.2,90.6,90.6,90.6,0.2
300,3,good-humored,3.2,125.4,338.8,819.4,0.6
300,4,ethnic,1.2,201.4,201.4,313.4,0.8
300,5,comedy,1.2,131.8,131.8,405.8,0.6
300,6,like,0.2,58.8,58.8,58.8,0.2
300,7,numerous,1.8,128.2,246.2,400.8,0.6
300,8,others,1.4,174.6,174.6,366.6,0.6
300,9,but,0.4,110.0,132.0,110.0,0.4
300,10,cuts,1.4,171.2,171.2,441.0,0.6
300,11,deeper,1.4,91.4,554.2,292.2,0.6
300,12,than,0.2,26.6,56.0,26.6,0.2
300,13,expected,2.4,320.4,2649.2,838.4,0.8
300,14,.<EOS>,2.6,141.4,1373.4,685.4,0.6
301,0,An,0.0,0.0,0.0,0.0,0.0
301,1,unpleasant,3.4,98.6,307.8,836.2,0.6
301,2,though,2.0,182.0,217.4,497.6,0.6
301,3,sometimes,1.8,164.6,387.2,499.8,0.6
301,4,effective,1.8,209.8,239.2,495.0,0.6
301,5,psychological,1.6,210.2,254.8,433.6,0.6
301,6,thriller,1.0,155.8,155.8,253.8,0.6
301,7,that,0.4,150.8,385.2,150.8,0.4
301,8,is,1.0,184.8,184.8,278.0,0.6
301,9,noteworthy,1.6,154.0,250.6,366.8,0.6
301,10,for,0.4,60.8,91.4,60.8,0.4
301,11,being,0.8,200.0,229.2,200.0,0.8
301,12,the,2.4,298.8,868.2,814.6,0.8
301,13,film,0.6,140.6,140.6,140.6,0.6
301,14,in,0.8,182.4,293.2,182.4,0.8
301,15,which,1.0,121.4,338.8,242.2,0.6
301,16,actress,2.0,174.6,201.2,518.4,0.6
301,17,sandra,2.0,227.6,703.4,545.2,0.8
301,18,bullock,1.0,287.0,287.0,408.8,0.6
301,19,has,1.0,180.6,180.6,255.8,0.6
301,20,gotten,2.0,182.2,1601.4,621.6,0.6
301,21,her,0.8,100.6,100.6,197.2,0.4
301,22,act,1.2,168.4,168.4,311.8,0.6
301,23,back,0.8,153.0,153.0,213.8,0.6
301,24,together,1.8,165.2,4542.4,557.6,0.6
301,25,.<EOS>,0.0,0.0,0.0,0.0,0.0
302,0,The,0.4,223.4,223.4,223.4,0.4
302,1,major,1.6,135.2,135.2,403.6,0.6
302,2,problem,2.2,197.2,377.8,630.6,0.6
302,3,with,1.6,110.0,186.8,376.4,0.6
302,4,windtalkers,1.2,237.0,307.0,324.2,0.8
302,5,is,0.0,0.0,0.0,0.0,0.0
302,6,that,0.8,247.2,247.2,337.8,0.6
302,7,the,0.2,48.6,48.6,48.6,0.2
302,8,bulk,0.8,134.8,134.8,224.8,0.6
302,9,of,0.2,43.4,43.4,43.4,0.2
302,10,the,0.0,0.0,0.0,0.0,0.0
302,11,movie,1.0,115.8,204.4,196.4,0.6
302,12,centers,0.8,274.8,274.8,274.8,0.8
302,13,on,0.2,21.2,21.2,21.2,0.2
302,14,the,0.2,36.0,36.0,36.0,0.2
302,15,wrong,0.8,149.2,211.8,185.8,0.6
302,16,character,1.4,249.2,1694.0,390.6,0.8
302,17,.<EOS>,3.0,70.6,1130.8,968.6,0.2
303,0,Punch-drunk,4.2,192.6,210.0,1150.8,0.6
